PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalPorchSF,TotalBath,MSSubClass_cat,Street_type,Street_10_Quantiles,Street_20_Quantiles,Street_30_Quantiles,Street_50_Quantiles,Prop_Addr,Street_name
903233120,1536,138400,50,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,0,10,0,0,No_Pool,MnPrv,3,2010,WD ,Normal,80,60,2464.0,1,10,2.0,subclass50,AVE,group_3,group_6,group_9,group_15,"1005 HARDING AVE, AMES, USA",HARDING_AVE
528490080,1728,207500,60,FV,64.0,8791,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No_Fireplace,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216,56,0,0,No_Pool,No_Fence,5,2008,WD ,Normal,5,5,2592.0,0,56,2.5,subclass60,DR,group_8,group_16,group_23,group_39,"2312 CLAYTON DR, AMES, USA",CLAYTON_DR
527357180,2840,292500,60,RL,0.0,12511,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,1978.0,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,208,No_Pool,MnPrv,12,2008,WD ,Normal,30,30,4260.0,0,224,3.0,subclass60,CIR,group_10,group_19,group_28,group_46,"3008 EISENHOWER CIR, AMES, USA",EISENHOWER_CIR
532354090,1155,147600,85,RL,88.0,11782,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155,0,1.0,0.0,1,0,3,1,Gd,6,Min2,0,No_Fireplace,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,192,0,0,0,No_Pool,MnPrv,6,2010,WD ,Normal,49,15,2264.0,1,0,2.0,subclass85,AVE,group_3,group_6,group_9,group_14,"1319 ALBERTA AVE, AMES, USA",ALBERTA_AVE
527354200,1707,184000,20,RL,80.0,11088,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,31,11,2847.0,1,0,2.0,subclass20,AVE,group_6,group_12,group_18,group_29,"3112 EISENHOWER AVE, AMES, USA",EISENHOWER_AVE
903233050,1513,137500,70,RM,51.0,6120,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,0.0,0.0,1,1,4,1,TA,8,Typ,0,No_Fireplace,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,No_Pool,No_Fence,5,2007,WD ,Normal,87,3,2452.0,1,150,1.5,subclass70,AVE,group_3,group_6,group_9,group_15,"1111 HARDING AVE, AMES, USA",HARDING_AVE
535378020,792,109500,30,RL,52.0,9022,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,792,0,0.0,0.0,1,0,2,1,Gd,5,Typ,0,No_Fireplace,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316,0,120,0,No_Pool,No_Fence,5,2009,WD ,Normal,85,3,1560.0,1,120,1.0,subclass30,AVE,group_4,group_7,group_11,group_18,"1425 KELLOGG AVE, AMES, USA",KELLOGG_AVE
528250070,1948,211000,60,RL,63.0,7875,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,48,0,0,No_Pool,No_Fence,7,2007,WD ,Normal,4,4,2795.0,0,48,2.5,subclass60,AVE,group_7,group_14,group_20,group_33,"3909 HYDE AVE, AMES, USA",HYDE_AVE
535353240,1527,152500,60,RL,78.0,11419,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,0,134,0,No_Pool,GdWo,12,2009,WD ,Normal,61,10,2226.0,1,134,2.5,subclass60,AVE,group_2,group_4,group_6,group_9,"1432 GRAND AVE, AMES, USA",GRAND_AVE
528240060,1419,184100,80,RL,0.0,7750,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,Ex,Y,SBrkr,779,640,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2.0,527.0,TA,TA,Y,120,0,0,0,No_Pool,No_Fence,3,2009,WD ,Normal,7,7,1827.0,0,0,3.5,subclass80,DR,group_7,group_14,group_20,group_33,"3911 WESTLAWN DR, AMES, USA",WESTLAWN_DR
903228040,1497,157000,50,RM,50.0,6000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0.0,0.0,2,0,3,1,TA,5,Typ,0,No_Fireplace,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,0,0,0,No_Pool,GdPrv,5,2008,WD ,Normal,71,8,2322.0,1,0,2.0,subclass50,AVE,group_3,group_6,group_9,group_15,"1217 HARDING AVE, AMES, USA",HARDING_AVE
533252130,1437,218000,20,RL,90.0,10768,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,1437.0,GasA,TA,Y,SBrkr,1437,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,21,0,180,No_Pool,No_Fence,7,2007,WD ,Normal,31,3,2874.0,1,201,3.0,subclass20,CIR,group_8,group_15,group_23,group_37,"2802 TORREY PINES CIR, AMES, USA",TORREY_PINES_CIR
535325290,1005,115000,20,RL,60.0,10434,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0.0,0.0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,0,0,0,0,No_Pool,No_Fence,11,2009,WD ,Normal,54,54,2010.0,0,0,1.0,subclass20,AVE,group_3,group_6,group_8,group_13,"1611 DOUGLAS AVE, AMES, USA",DOUGLAS_AVE
907401090,1668,232000,20,RL,48.0,10635,Pave,No_Alley,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,262,0,0,No_Pool,No_Fence,5,2010,WD ,Normal,7,7,3325.0,0,262,3.0,subclass20,ST,group_7,group_13,group_19,group_31,"5020 WALLER ST, AMES, USA",WALLER_ST
908225290,1368,119100,20,RL,70.0,11767,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,1.0,0.0,1,0,3,1,TA,6,Min1,0,No_Fireplace,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,No_Pool,No_Fence,6,2009,WD ,Normal,59,59,2446.0,0,252,2.0,subclass20,AVE,group_1,group_2,group_3,group_5,"210 S FRANKLIN AVE, AMES, USA",S_FRANKLIN_AVE
905200290,1803,155000,20,RL,88.0,13125,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,682.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,1.0,0.0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,No_Pool,GdPrv,1,2006,WD ,Normal,49,6,2937.0,1,0,3.0,subclass20,RD,group_4,group_8,group_12,group_19,"1123 SCHOLL RD, AMES, USA",SCHOLL_RD
535179120,922,116000,20,RL,72.0,9770,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,No_Fireplace,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,No_Pool,GdWo,4,2007,WD ,Normal,50,50,1844.0,0,34,2.0,subclass20,ST,group_3,group_5,group_8,group_13,"221 21ST ST, AMES, USA",21ST_ST
905103030,1096,157500,80,RL,80.0,13014,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,No_Pool,No_Fence,12,2008,WD ,Normal,30,30,2104.0,0,0,2.0,subclass80,RD,group_5,group_10,group_15,group_24,"3907 ROSS RD, AMES, USA",ROSS_RD
907262060,2327,240000,60,RL,41.0,10905,Pave,No_Alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,57,0,0,No_Pool,No_Fence,8,2008,WD ,Normal,5,5,3456.0,0,57,2.5,subclass60,AVE,group_7,group_14,group_21,group_35,"801 TENNYSON AVE, AMES, USA",TENNYSON_AVE
909254090,1426,189950,50,RL,55.0,7642,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Gd,Y,SBrkr,912,514,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0,240,0,0,No_Pool,GdPrv,6,2007,WD ,Normal,89,9,2338.0,1,240,1.5,subclass50,AVE,group_7,group_14,group_20,group_33,"619 ASH AVE, AMES, USA",ASH_AVE
909175100,1694,136500,50,RL,60.0,8400,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390,304,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,No_Pool,No_Fence,6,2008,WD ,Normal,83,58,2875.0,1,128,2.0,subclass50,AVE,group_4,group_7,group_11,group_17,"517 HAYWARD AVE, AMES, USA",HAYWARD_AVE
923276250,2432,158400,90,RL,70.0,7700,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0.0,0.0,4,2,4,2,TA,10,Typ,0,No_Fireplace,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,0,0,0,No_Pool,No_Fence,2,2010,WD ,Normal,25,24,3648.0,1,0,5.0,subclass90,ST,group_5,group_9,group_13,group_22,"615 DULUTH ST, AMES, USA",DULUTH_ST
527401130,1792,133000,90,RL,60.0,9000,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,Unf,0.0,896.0,896.0,GasA,TA,Y,SBrkr,896,896,0.0,0.0,2,2,4,2,TA,8,Typ,0,No_Fireplace,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,45,0,0,No_Pool,No_Fence,6,2008,WD ,Normal,34,34,2688.0,0,45,3.0,subclass90,RD,group_3,group_5,group_8,group_12,"1116 TOP O HOLLOW RD, AMES, USA",TOP_O_HOLLOW_RD
534201040,1107,127000,20,RL,70.0,8050,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,38.0,437.0,949.0,GasA,TA,Y,SBrkr,1107,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,No_Fireplace,Attchd,1967.0,RFn,1.0,308.0,TA,TA,Y,88,64,0,0,No_Pool,No_Fence,3,2007,WD ,Normal,40,14,2056.0,1,64,2.0,subclass20,ST,group_2,group_4,group_5,group_8,"1404 28TH ST, AMES, USA",28TH_ST
908127120,996,108000,30,RL,63.0,13907,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,996.0,GasA,Ex,Y,SBrkr,996,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,No_Garage,-1.0,No_Garage,0.0,0.0,No_Garage,No_Garage,Y,144,0,0,0,No_Pool,No_Fence,7,2008,WD ,Normal,68,39,1992.0,1,0,2.0,subclass30,DR,group_5,group_9,group_13,group_21,"220 BEEDLE DR, AMES, USA",BEEDLE_DR
905105260,955,127000,20,RL,66.0,7742,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,Ex,Y,SBrkr,955,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,No_Fireplace,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0,0,0,0,No_Pool,MnPrv,1,2007,WD ,Normal,41,41,1910.0,0,0,2.0,subclass20,AVE,group_3,group_5,group_7,group_11,"932 YUMA AVE, AMES, USA",YUMA_AVE
904351200,1369,103600,70,RH,54.0,6629,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,1.0,0.0,2,0,3,1,TA,6,Typ,0,No_Fireplace,Detchd,1930.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,No_Pool,No_Fence,7,2009,WD ,Normal,84,59,2041.0,1,0,3.0,subclass70,WAY,group_1,group_2,group_2,group_3,"2919 LINCOLN WAY, AMES, USA",LINCOLN_WAY
902207110,840,64000,30,RM,48.0,5747,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0.0,0.0,1,0,2,1,Fa,5,Typ,0,No_Fireplace,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,No_Pool,No_Fence,6,2006,WD ,Normal,86,56,1638.0,1,0,1.0,subclass30,AVE,group_2,group_4,group_5,group_9,"1009 MAXWELL AVE, AMES, USA",MAXWELL_AVE
902100110,2014,169000,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,Y,FuseA,1007,1007,0.0,0.0,2,0,5,1,TA,8,Typ,0,No_Fireplace,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0,72,167,0,No_Pool,No_Fence,6,2006,WD ,Normal,106,1,2730.0,1,239,2.0,subclass70,AVE,group_3,group_6,group_9,group_14,"1203 WILSON AVE, AMES, USA",WILSON_AVE
902105010,1360,111000,70,RM,80.0,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Fa,N,SBrkr,680,680,0.0,0.0,1,0,2,1,TA,6,Typ,0,No_Fireplace,Attchd,1910.0,Unf,1.0,330.0,Fa,TA,Y,192,50,0,0,No_Pool,No_Fence,1,2008,WD ,Normal,98,5,2040.0,1,50,1.0,subclass70,ST,group_1,group_2,group_3,group_5,"418 12TH ST, AMES, USA",12TH_ST
909426060,2315,257000,60,RL,78.0,15600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,TA,Gd,CBlock,Gd,TA,No,GLQ,760.0,Unf,0.0,408.0,1168.0,GasA,Gd,Y,SBrkr,1278,1037,1.0,0.0,2,0,4,1,TA,9,Typ,3,Gd,Attchd,1950.0,Fin,1.0,342.0,TA,TA,Y,0,0,0,192,No_Pool,No_Fence,7,2006,WD ,Normal,56,43,3483.0,1,192,3.0,subclass60,RD,group_7,group_14,group_21,group_35,"2019 FRILEY RD, AMES, USA",FRILEY_RD
534401140,1510,178900,20,RL,88.0,9680,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,Y,SBrkr,1510,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,1967.0,RFn,2.0,517.0,TA,TA,Y,0,40,0,204,No_Pool,GdPrv,4,2010,WD ,Normal,43,43,3020.0,0,244,3.0,subclass20,DR,group_5,group_10,group_15,group_25,"1403 COOLIDGE DR, AMES, USA",COOLIDGE_DR
527377110,1877,178900,60,RL,80.0,8000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,LwQ,153.0,0.0,1084.0,GasA,TA,Y,SBrkr,1084,793,1.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974.0,Unf,2.0,488.0,TA,TA,Y,0,96,0,0,No_Pool,No_Fence,11,2007,WD ,Normal,33,33,2961.0,0,96,3.5,subclass60,ST,group_4,group_8,group_12,group_20,"1642 JOHNSON ST, AMES, USA",JOHNSON_ST
908102290,816,100000,20,RL,67.0,8877,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,0.0,126.0,816.0,GasA,Ex,Y,SBrkr,816,0,1.0,0.0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0,0,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,71,51,1632.0,1,0,2.0,subclass20,DR,group_2,group_3,group_4,group_6,"207 ABRAHAM DR, AMES, USA",ABRAHAM_DR
907252120,1601,270000,20,RL,0.0,11423,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,670.0,TA,TA,Y,180,0,0,0,No_Pool,MnPrv,5,2010,WD ,Normal,9,8,3182.0,1,0,3.0,subclass20,DR,group_9,group_17,group_25,group_41,"4831 HEMINGWAY DR, AMES, USA",HEMINGWAY_DR
535451170,1040,90000,90,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,No_Bsmt,No_Bsmt,No_Bsmt,No_Bsmt,0.0,No_Bsmt,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,No_Fireplace,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,6,2009,WD ,Normal,60,59,1040.0,1,0,2.0,subclass90,AVE,group_2,group_3,group_4,group_7,"1410 CARROLL AVE, AMES, USA",CARROLL_AVE
903425245,2019,167500,70,RL,60.0,11414,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,TA,N,SBrkr,1136,883,0.0,0.0,1,0,3,1,Gd,8,Typ,0,No_Fireplace,Detchd,1997.0,Unf,2.0,532.0,TA,TA,Y,509,135,0,0,No_Pool,GdPrv,10,2009,WD ,Normal,99,16,2747.0,1,135,1.0,subclass70,AVE,group_3,group_5,group_8,group_13,"600 RIDGEWOOD AVE, AMES, USA",RIDGEWOOD_AVE
