PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalBath,MSSubClass_cat,Street_type,Neighborhood_st,TotalOutdoorSF
528166120,412500,60,RL,110.0,13688,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,2,PConc,5,3,4,1016.0,0.0,556.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,4,10,Typ,2,BuiltIn,3,3.0,3,Y,0,3,2008,WD ,Normal,5,4,4240.0,1,3.5,subclass60,DR,NridgHt_FOXLEY_DR,400
914467050,213000,60,RL,0.0,11050,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,2,0.0,0.0,910.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,8,Typ,1,Attchd,1,3.0,3,Y,0,9,2008,WD ,Normal,12,11,2730.0,1,2.5,subclass60,ST,Mitchel_CRYSTAL_ST,350
905427140,182000,80,RL,78.0,11679,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,Plywood,Plywood,Stone,96.0,2,CBlock,3,3,3,612.0,1164.0,0.0,GasA,4,Y,SBrkr,0.0,1.0,0,3,1,2,6,Min2,1,Attchd,3,2.0,3,Y,3,5,2006,WD ,Normal,44,44,3336.0,0,2.5,subclass80,ST,Edwards_WOODLAND_ST,850
527165010,185000,60,RL,0.0,14067,Pave,No_Alley,Reg,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,194.0,2,PConc,4,3,1,504.0,0.0,332.0,GasA,3,Y,SBrkr,1.0,0.0,1,3,1,3,7,Typ,0,Attchd,3,2.0,3,Y,4,9,2008,WD ,Normal,17,17,2545.0,0,3.5,subclass60,CIR,Gilbert_TAYLOR_CIR,40
527359050,152000,20,RL,80.0,10400,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,2,CBlock,4,3,1,0.0,0.0,1090.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,6,Typ,1,Attchd,2,2.0,3,Y,3,6,2009,WD ,Family,33,33,2460.0,0,2.0,subclass20,DR,NWAmes_MONROE_DR,0
535180030,135000,20,RL,72.0,10152,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,2,CBlock,3,3,1,586.0,0.0,462.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,0,Attchd,1,1.0,3,Y,0,6,2007,WD ,Normal,51,51,2096.0,0,2.0,subclass20,ST,NAmes_21ST_ST,212
902427150,115500,20,RM,52.0,8516,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,1,0.0,0.0,869.0,GasA,2,Y,SBrkr,0.0,0.0,0,2,1,2,5,Typ,0,Detchd,1,1.0,3,Y,0,5,2008,WD ,Normal,50,2,1962.0,1,1.0,subclass20,ST,OldTown_E_6TH_ST,0
905451300,121500,20,RL,68.0,9571,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,1,257.0,0.0,816.0,GasA,2,Y,FuseA,1.0,0.0,0,2,1,2,5,Typ,0,Attchd,1,1.0,3,Y,4,2,2009,WD ,Normal,53,53,2146.0,0,2.0,subclass20,ST,Edwards_STORY_ST,0
903233100,149000,50,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,BrkTil,3,3,1,0.0,0.0,1042.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,2,8,Typ,1,Detchd,1,1.0,3,Y,0,8,2006,WD ,Family,78,56,2618.0,1,1.0,subclass50,AVE,BrkSide_HARDING_AVE,0
902301030,125000,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,3,3,2,0.0,0.0,702.0,GasA,3,Y,SBrkr,0.0,0.0,0,3,1,3,6,Typ,0,Detchd,1,1.0,3,P,2,7,2007,WD ,Normal,82,13,2174.0,1,1.0,subclass50,AVE,OldTown_CLARK_AVE,84
534275010,136500,20,RL,0.0,10659,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,1,915.0,0.0,135.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,0,Attchd,1,1.0,3,Y,0,1,2006,COD,Normal,45,45,2100.0,0,2.0,subclass20,AVE,NAmes_MELROSE_AVE,319
908152070,148000,20,RL,0.0,7917,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,CBlock,3,4,1,751.0,0.0,392.0,GasA,2,Y,SBrkr,1.0,0.0,1,3,1,2,6,Typ,1,Attchd,2,1.0,3,Y,4,5,2007,WD ,Normal,31,31,2256.0,0,2.5,subclass20,DR,Edwards_WELLONS_DR,400
905104090,125000,20,RL,99.0,7094,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,CBlock,3,3,1,180.0,374.0,340.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,5,Typ,0,Detchd,2,1.0,3,Y,3,5,2007,WD ,Normal,41,41,1788.0,0,1.0,subclass20,AVE,Sawyer_YUMA_AVE,0
535375040,99800,30,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,3,1,0.0,0.0,713.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,5,Typ,0,Detchd,1,1.0,2,N,0,10,2006,WD ,Normal,76,5,1426.0,1,1.0,subclass30,AVE,OldTown_KELLOGG_AVE,236
907202220,120000,20,RL,75.0,9675,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,330.0,432.0,102.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,5,Typ,0,Attchd,1,2.0,3,Y,0,9,2007,Con,Normal,32,32,1743.0,0,1.0,subclass20,ST,CollgCr_SCHUBERT_ST,80
907227050,127000,20,RL,60.0,7180,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,4,390.0,0.0,474.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,5,Typ,0,Detchd,1,1.0,3,Y,0,5,2008,WD ,Normal,36,36,1728.0,0,1.0,subclass20,AVE,CollgCr_ROCKWELL_AVE,0
535382020,160000,190,RL,60.0,10800,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,CBlock,3,2,1,664.0,0.0,290.0,GasA,2,N,FuseA,0.0,0.0,0,3,2,2,10,Mod,1,Attchd,1,2.0,3,N,0,5,2006,ConLD,Normal,106,36,3368.0,1,2.0,subclass190,AVE,OldTown_DOUGLAS_AVE,142
905403060,125600,50,RL,50.0,5190,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,BrkFace,Plywood,None,0.0,2,CBlock,3,3,1,0.0,0.0,570.0,GasA,2,Y,SBrkr,0.0,0.0,0,2,1,2,5,Typ,1,Attchd,1,1.0,3,Y,0,1,2008,WD ,Normal,60,58,1649.0,1,1.0,subclass50,AVE,Edwards_FRANKLIN_AVE,135
531376090,224243,20,RL,61.0,7328,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,2,PConc,4,3,1,0.0,0.0,1450.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,6,Typ,0,Attchd,2,3.0,3,Y,0,2,2009,New,Partial,1,0,2900.0,1,2.0,subclass20,DR,SawyerW_KANSAS_DR,93
535427070,242000,20,RL,313.0,27650,Pave,No_Alley,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,4,3,3,425.0,0.0,160.0,GasA,4,Y,SBrkr,1.0,0.0,0,4,1,3,9,Typ,1,Attchd,2,2.0,3,Y,0,11,2008,WD ,Normal,48,1,2654.0,1,3.0,subclass20,AVE,NAmes_MEADOWLANE_AVE,0
923228270,88250,160,RM,21.0,1900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,CBlock,3,3,1,0.0,0.0,546.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,2,5,Typ,0,No_Garage,0,0.0,0,Y,0,6,2010,WD ,Normal,40,40,1638.0,0,1.5,subclass160,DR,MeadowV_GARNET_DR,0
528228445,191000,120,RL,43.0,3182,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,2,PConc,4,4,1,16.0,0.0,1330.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,7,Typ,1,Attchd,3,2.0,3,Y,0,5,2008,WD ,Normal,3,2,2850.0,1,2.0,subclass120,DR,Blmngtn_WESTWIND_DR,176
907125020,148000,85,RL,57.0,8846,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,4,298.0,0.0,572.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,2,5,Typ,0,Detchd,1,2.0,3,Y,0,7,2006,WD ,Normal,10,10,1784.0,0,1.0,subclass85,ST,CollgCr_SCHUBERT_ST,0
533206060,166000,120,FV,80.0,3523,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,2,PConc,4,3,1,60.0,0.0,1081.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,5,Typ,0,Attchd,3,2.0,3,Y,0,2,2007,New,Partial,1,0,2292.0,1,3.0,subclass120,DR,Somerst_BRISTOL_DR,60
528275060,172400,60,RL,0.0,8121,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,953.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,2,7,Typ,1,Attchd,2,2.0,3,Y,0,1,2006,WD ,Normal,6,6,2617.0,0,2.5,subclass60,DR,Gilbert_WESTLAWN_DR,140
534403290,224500,60,RL,80.0,8800,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,3,CBlock,3,3,1,414.0,0.0,431.0,GasA,4,Y,SBrkr,0.0,0.0,1,5,1,2,8,Typ,1,Attchd,2,2.0,3,Y,3,7,2007,WD ,Normal,43,10,2999.0,1,2.5,subclass60,DR,NAmes_BEL_AIR_DR,161
526351100,157000,20,RL,85.0,10200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Plywood,Plywood,BrkFace,440.0,2,CBlock,3,3,1,844.0,0.0,590.0,GasA,2,Y,SBrkr,1.0,0.0,0,4,1,2,7,Typ,1,Attchd,2,2.0,3,Y,0,6,2009,WD ,Normal,35,35,2868.0,0,3.0,subclass20,AVE,NAmes_GROVE_AVE,101
534201300,140000,85,RL,70.0,8400,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,4,3,3,744.0,0.0,89.0,GasA,3,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,0,Attchd,2,1.0,3,Y,0,8,2006,WD ,Normal,38,38,1731.0,0,2.0,subclass85,ST,NAmes_24TH_ST,143
527105060,183500,60,RL,60.0,8238,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,3,3,1,700.0,0.0,113.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,2,6,Typ,1,Attchd,3,2.0,3,Y,0,5,2006,WD ,Normal,9,8,2338.0,1,3.5,subclass60,AVE,Gilbert_BERKSHIRE_AVE,493
904302020,80000,30,RL,50.0,5220,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,BrkTil,3,3,1,0.0,0.0,830.0,GasA,3,Y,SBrkr,0.0,0.0,0,2,1,2,4,Typ,0,Detchd,1,1.0,3,P,0,1,2006,WD ,Normal,70,56,1709.0,1,1.0,subclass30,ST,SWISU_OAKLAND_ST,108
527107210,175000,60,RL,57.0,21872,Pave,No_Alley,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,PConc,4,3,3,604.0,0.0,125.0,GasA,4,Y,SBrkr,0.0,1.0,1,3,1,2,6,Typ,1,Attchd,1,2.0,3,Y,0,8,2008,WD ,Normal,12,11,2175.0,1,3.0,subclass60,DR,Gilbert_WYNGATE_DR,286
534425080,181900,20,RL,0.0,14585,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,2,CBlock,3,3,1,594.0,219.0,331.0,GasA,4,Y,SBrkr,0.0,1.0,0,3,1,3,7,Typ,2,Attchd,1,2.0,3,Y,0,6,2007,WD ,Normal,47,20,2573.0,1,1.5,subclass20,CIR,NAmes_HUNZIKER_CIR,326
528354110,315750,60,RL,95.0,11787,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,2,PConc,4,3,1,719.0,0.0,660.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,3,8,Typ,1,Attchd,3,3.0,3,Y,0,8,2007,WD ,Normal,11,10,3777.0,1,3.5,subclass60,CIR,NoRidge_TUPELO_CIR,299
907290250,145000,120,RM,0.0,4426,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,2,PConc,4,3,2,662.0,0.0,186.0,GasA,4,Y,SBrkr,1.0,0.0,0,1,1,3,3,Typ,0,Attchd,2,2.0,3,Y,0,2,2008,WD ,Normal,4,4,1696.0,0,2.0,subclass120,ST,CollgCr_TWAIN_ST,140
528480150,197000,60,FV,65.0,8125,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,4,1,0.0,0.0,770.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,6,Typ,0,Attchd,2,2.0,3,Y,0,8,2006,New,Partial,0,0,2346.0,0,2.5,subclass60,DR,Somerst_CLAYTON_DR,50
534427010,84900,90,RL,98.0,13260,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,2,CBlock,3,3,1,1500.0,0.0,228.0,GasA,2,Y,SBrkr,2.0,0.0,0,6,2,2,10,Typ,0,No_Garage,0,0.0,0,Y,0,1,2010,Oth,Abnorml,48,9,3456.0,1,4.0,subclass90,ST,NAmes_20TH_ST,0
905106140,158000,60,RL,80.0,9364,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,2,CBlock,3,3,1,371.0,0.0,292.0,GasA,2,Y,SBrkr,0.0,0.0,1,4,1,2,7,Typ,0,Attchd,3,1.0,3,Y,3,3,2010,WD ,Normal,41,41,2015.0,0,1.5,subclass60,AVE,Sawyer_ARIZONA_AVE,415
914452120,156000,85,RL,0.0,7540,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,CBlock,4,3,4,773.0,0.0,115.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,2,5,Typ,1,Attchd,2,2.0,3,Y,3,6,2007,WD ,Normal,29,29,1800.0,0,2.0,subclass85,CIR,Mitchel_OPAL_CIR,192
907250050,305900,20,RL,80.0,10386,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,2,PConc,4,3,1,1464.0,0.0,536.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,8,Typ,0,Attchd,3,3.0,3,Y,0,7,2007,WD ,Normal,3,2,4000.0,1,3.0,subclass20,AVE,CollgCr_SMILEY_AVE,168
909425140,257500,20,RL,110.0,14442,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,2,PConc,3,3,1,1186.0,0.0,291.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,2,Attchd,3,2.0,3,Y,0,6,2007,WD ,Normal,50,3,3316.0,1,3.0,subclass20,DR,Crawfor_GASKILL_DR,287
535301080,116000,20,RL,60.0,11556,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,2,CBlock,3,3,1,148.0,0.0,572.0,GasA,4,Y,FuseA,1.0,0.0,0,2,1,3,4,Typ,0,Attchd,1,1.0,3,Y,3,5,2008,WD ,Normal,56,56,1602.0,0,2.0,subclass20,AVE,NAmes_CLARK_AVE,0
534125120,143450,20,RL,78.0,11700,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,2,CBlock,3,3,1,0.0,0.0,912.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,2,7,Typ,0,Attchd,2,2.0,3,Y,0,9,2007,CWD,Normal,39,39,2064.0,0,2.5,subclass20,AVE,NWAmes_EISENHOWER_AVE,126
528186090,277500,120,RL,60.0,7313,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,2,PConc,5,3,1,1153.0,0.0,408.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,4,6,Typ,1,Attchd,3,2.0,3,Y,0,8,2007,WD ,Normal,2,2,3122.0,0,3.0,subclass120,DR,NridgHt_BURNHAM_DR,250
533236070,200000,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,2,PConc,4,3,1,813.0,0.0,147.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,3,7,Typ,0,Detchd,1,2.0,3,Y,0,12,2008,ConLD,Normal,9,8,2567.0,1,3.5,subclass160,DR,Somerst_BRISTOL_DR,169
903228060,105000,50,RM,50.0,6000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,1,264.0,0.0,475.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,2,2,7,Typ,1,Detchd,1,1.0,3,Y,0,4,2008,WD ,Normal,69,58,2081.0,1,2.0,subclass50,AVE,BrkSide_HARDING_AVE,0
528351010,755000,60,RL,104.0,21535,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,2,PConc,5,3,3,1455.0,0.0,989.0,GasA,4,Y,SBrkr,0.0,1.0,1,4,1,4,10,Typ,2,Attchd,3,3.0,3,Y,0,1,2007,WD ,Normal,13,12,6760.0,1,4.0,subclass60,CIR,NoRidge_BALSAM_CIR,432
916403200,201500,60,RL,0.0,9839,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,4,3,1,462.0,0.0,250.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,1,BuiltIn,3,2.0,3,Y,0,2,2009,WD ,Normal,29,3,2949.0,1,2.5,subclass60,DR,Timber_RED_OAK_DR,329
905401020,255000,20,RL,102.0,12671,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,Stone,300.0,3,CBlock,4,2,1,353.0,0.0,935.0,GasA,4,Y,SBrkr,0.0,0.0,0,4,1,3,6,Min2,2,Attchd,3,2.0,3,Y,0,7,2007,WD ,Normal,53,13,3710.0,1,3.0,subclass20,ST,ClearCr_OAKLAND_ST,207
535382100,156500,70,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,3,1,0.0,0.0,560.0,GasA,4,Y,SBrkr,0.0,0.0,0,4,1,3,5,Typ,0,Detchd,1,2.0,3,Y,0,8,2009,WD ,Normal,99,1,2250.0,1,2.0,subclass70,AVE,OldTown_KELLOGG_AVE,112
905476170,86000,30,RL,58.0,9098,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,3,3,2,348.0,0.0,180.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,2,5,Typ,0,No_Garage,0,0.0,0,N,0,7,2007,WD ,Normal,87,5,1133.0,1,2.0,subclass30,AVE,Edwards_FRANKLIN_AVE,144
527364030,240900,60,FV,70.0,7000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,PConc,4,3,2,622.0,0.0,304.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,4,7,Typ,1,Attchd,2,2.0,3,Y,0,6,2009,WD ,Normal,6,6,2810.0,0,3.5,subclass60,DR,Somerst_SOMERSET_DR,35
526355190,268000,20,RL,95.0,15865,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,4,3,351.0,823.0,1043.0,GasA,4,Y,SBrkr,1.0,0.0,0,4,1,3,8,Typ,1,Attchd,1,2.0,3,Y,0,10,2007,WD ,Normal,37,37,4434.0,0,3.0,subclass20,DR,NAmes_NORTHWOOD_DR,512
916226090,244000,120,RL,46.0,4054,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,352.0,2,BrkTil,4,3,4,949.0,0.0,552.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,5,Typ,2,Attchd,3,2.0,3,Y,0,10,2007,WD ,Normal,20,20,3002.0,0,3.0,subclass120,CT,Timber_IRONWOOD_CT,240
533223020,155000,160,FV,24.0,2572,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,PConc,4,3,1,604.0,0.0,92.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,3,6,Typ,0,Detchd,1,2.0,3,Y,0,5,2010,WD ,Normal,11,11,2112.0,0,3.5,subclass160,AVE,Somerst_EATON_AVE,44
908275300,144500,20,RL,68.0,8562,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,2,CBlock,3,3,4,383.0,0.0,833.0,GasA,4,Y,FuseA,0.0,0.0,0,4,1,2,7,Min2,1,Basment,1,1.0,3,Y,0,5,2010,WD ,Normal,53,8,2742.0,1,1.0,subclass20,ST,Edwards_MORNINGSIDE_ST,194
