PID,SalePrice,GrLivArea,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalPorchSF,TotalBath,MSSubClass_cat,Street_type,Neighborhood_st
923225040,129900,1060,RM,44.0,4224,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,TA,Y,SBrkr,1060,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2.0,572.0,TA,TA,Y,100,110,0,0,No_Pool,No_Fence,6,2007,WD ,Normal,31,31,2100.0,0,110,2.0,subclass120,DR,MeadowV_SOUTHDALE_DR
534128010,199650,2090,RL,0.0,10382,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,859.0,BLQ,32.0,216.0,1107.0,GasA,Ex,Y,SBrkr,1107,983,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1973.0,RFn,2.0,484.0,TA,TA,Y,235,204,228,0,No_Pool,No_Fence,11,2009,WD ,Normal,36,36,3197.0,0,432,3.5,subclass60,ST,NWAmes_JOHNSON_ST
528150090,378000,1780,RL,131.0,14828,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,GasA,Ex,Y,SBrkr,1780,0,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,816.0,TA,TA,Y,144,68,0,0,No_Pool,No_Fence,8,2006,WD ,Normal,2,1,3560.0,1,68,3.0,subclass20,RD,NridgHt_HARRISON_RD
528188090,155000,1626,RL,36.0,2448,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0.0,0.0,2,1,2,1,Gd,6,Typ,0,No_Fireplace,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,No_Pool,No_Fence,10,2008,WD ,Normal,5,4,2390.0,1,27,2.5,subclass160,DR,NridgHt_FARNHAM_DR
528142020,250000,2088,RL,74.0,8899,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Ex,TA,PConc,Gd,TA,Av,GLQ,40.0,Unf,0.0,908.0,948.0,GasA,Ex,Y,SBrkr,948,1140,0.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,656.0,TA,TA,Y,100,24,0,0,No_Pool,No_Fence,6,2008,WD ,Normal,1,1,3036.0,0,24,2.5,subclass60,ST,NridgHt_BECKLEY_ST
528175050,212500,1358,RL,80.0,10307,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,2,1,2708.0,1,26,3.0,subclass120,DR,NridgHt_ROXBORO_DR
909279040,137500,1180,RL,80.0,11600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,700.0,GasA,Ex,Y,SBrkr,1180,0,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922.0,Unf,1.0,252.0,TA,Fa,Y,0,0,67,0,No_Pool,No_Fence,7,2006,WD ,Normal,84,56,1880.0,1,67,1.0,subclass30,AVE,Crawfor_HUGHES_AVE
533253210,206000,1226,RL,40.0,3880,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052.0,Unf,0.0,174.0,1226.0,GasA,TA,Y,SBrkr,1226,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,223,78,0,0,No_Pool,No_Fence,1,2010,WD ,Normal,32,32,2452.0,0,78,2.0,subclass120,RD,Greens_TORREY_PINES_RD
527216070,538000,3279,RL,47.0,53504,Pave,No_Alley,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690,1589,1.0,0.0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3.0,841.0,TA,TA,Y,503,36,0,210,No_Pool,No_Fence,6,2010,WD ,Normal,7,7,4929.0,0,246,4.5,subclass60,CT,StoneBr_LAURA_CT
535457010,160000,1116,RL,87.0,10000,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,No_Fireplace,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,385,No_Pool,No_Fence,2,2010,WD ,Normal,48,48,2232.0,0,385,1.5,subclass20,AVE,NAmes_GLENDALE_AVE
528118040,418000,2758,RL,118.0,13654,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Ex,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,No_Pool,No_Fence,5,2007,WD ,Normal,2,1,4462.0,1,55,2.5,subclass60,CIR,NridgHt_PRESTON_CIR
535450310,143000,1846,RL,78.0,10496,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,No_Pool,GdWo,1,2007,WD ,Normal,58,57,2886.0,1,0,2.0,subclass50,AVE,NAmes_DUFF_AVE
903225160,106500,1290,RM,59.0,5870,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,554.0,554.0,GasA,Ex,Y,SBrkr,736,554,0.0,0.0,1,1,3,1,TA,6,Typ,0,No_Fireplace,Detchd,1926.0,Unf,1.0,200.0,Fa,TA,Y,38,112,0,0,No_Pool,MnPrv,4,2008,WD ,Normal,108,8,1844.0,1,112,1.5,subclass70,AVE,BrkSide_NORTHWESTERN_AVE
904100030,137500,1422,RL,82.0,12375,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,TA,Y,SBrkr,1081,341,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,No_Pool,GdWo,6,2006,WD ,Normal,55,55,2228.0,0,0,2.0,subclass50,ST,Sawyer_ONTARIO_ST
527375210,158000,1193,RL,85.0,11050,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,636.0,Unf,0.0,540.0,1176.0,GasA,Fa,Y,SBrkr,1193,0,0.0,0.0,2,0,3,1,TA,5,Typ,1,TA,Attchd,1975.0,Unf,2.0,506.0,TA,TA,Y,40,0,0,0,No_Pool,No_Fence,8,2009,WD ,Normal,34,34,2369.0,0,0,2.0,subclass20,DR,NWAmes_TRUMAN_DR
903232170,80500,912,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,No_Bsmt,No_Bsmt,No_Bsmt,No_Bsmt,0.0,No_Bsmt,0.0,0.0,0.0,GasA,Gd,N,SBrkr,672,240,0.0,0.0,1,0,2,1,TA,3,Typ,0,No_Fireplace,No_Garage,-1.0,No_Garage,0.0,0.0,No_Garage,No_Garage,N,0,0,0,0,No_Pool,No_Fence,7,2006,WD ,Normal,59,56,912.0,1,0,1.0,subclass50,AVE,BrkSide_MARSTON_AVE
903231010,141500,1539,RM,51.0,6120,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,927.0,GasA,TA,Y,SBrkr,1067,472,0.0,0.0,1,1,3,1,TA,5,Typ,0,No_Fireplace,Detchd,1995.0,Unf,2.0,576.0,TA,TA,Y,112,0,0,0,No_Pool,MnPrv,4,2009,WD ,Normal,73,59,2466.0,1,0,1.5,subclass50,AVE,BrkSide_MARSTON_AVE
923252100,128500,816,RL,59.0,6490,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,0.0,282.0,816.0,GasA,Ex,Y,SBrkr,816,0,0.0,1.0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Attchd,1983.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,0,No_Pool,GdWo,4,2008,WD ,Normal,25,25,1632.0,0,0,1.5,subclass20,AVE,Mitchel_MINNETONKA_AVE
909254090,189950,1426,RL,55.0,7642,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Gd,Y,SBrkr,912,514,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0,240,0,0,No_Pool,GdPrv,6,2007,WD ,Normal,89,9,2338.0,1,240,1.5,subclass50,AVE,Crawfor_ASH_AVE
903426180,149500,1962,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,888.0,888.0,GasA,Ex,Y,SBrkr,888,1074,0.0,0.0,1,1,4,1,TA,9,Typ,1,TA,Detchd,1915.0,Unf,2.0,572.0,TA,TA,Y,160,0,364,0,No_Pool,GdPrv,6,2010,WD ,Normal,95,60,2850.0,1,364,1.5,subclass50,AVE,OldTown_HODGE_AVE
914476050,135000,1004,RL,78.0,10530,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,Unf,0.0,0.0,975.0,GasA,TA,Y,SBrkr,1004,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Attchd,1977.0,Unf,2.0,504.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2006,WD ,Normal,29,29,1979.0,0,0,2.0,subclass90,ST,Mitchel_CRYSTAL_ST
905226080,165250,1302,RL,70.0,6960,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,258.0,Unf,0.0,422.0,680.0,GasA,Ex,Y,FuseA,798,504,0.0,0.0,1,1,2,1,Gd,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,224.0,TA,TA,Y,0,0,0,126,No_Pool,MnPrv,7,2007,WD ,Normal,67,9,1982.0,1,126,1.5,subclass50,AVE,Sawyer_SCOTT_AVE
528363110,350000,2113,RL,91.0,10437,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,1.0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,No_Pool,No_Fence,8,2008,WD ,Normal,13,13,4222.0,0,46,3.5,subclass20,RD,NoRidge_ASPEN_RD
528112040,360000,1736,RL,95.0,11578,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,No_Pool,No_Fence,7,2009,WD ,Normal,1,1,3472.0,0,90,2.0,subclass20,ST,NridgHt_STOCKBURY_ST
902301030,125000,1472,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,842,630,0.0,0.0,1,0,3,1,Gd,6,Typ,0,No_Fireplace,Detchd,1925.0,Unf,1.0,250.0,TA,Fa,P,0,0,84,0,No_Pool,GdWo,7,2007,WD ,Normal,82,13,2174.0,1,84,1.0,subclass50,AVE,OldTown_CLARK_AVE
907252120,270000,1601,RL,0.0,11423,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,670.0,TA,TA,Y,180,0,0,0,No_Pool,MnPrv,5,2010,WD ,Normal,9,8,3182.0,1,0,3.0,subclass20,DR,CollgCr_HEMINGWAY_DR
534278170,137500,964,RL,76.0,8243,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,TA,Gd,CBlock,TA,TA,No,ALQ,700.0,Unf,0.0,264.0,964.0,GasA,Ex,Y,SBrkr,964,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1985.0,Fin,2.0,784.0,TA,TA,Y,170,0,0,0,No_Pool,GdPrv,2,2007,WD ,Normal,46,46,1928.0,0,0,1.0,subclass20,DR,NAmes_FURMAN_DR
527208010,355000,2500,RL,101.0,13543,Pave,No_Alley,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168,1332,0.0,0.0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,683.0,TA,TA,Y,192,32,0,0,No_Pool,No_Fence,7,2008,WD ,Normal,3,3,3668.0,0,32,3.5,subclass60,CT,StoneBr_EDGEWATER_CT
528480160,205950,1665,FV,65.0,8125,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,Y,SBrkr,822,843,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No_Fireplace,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2008,WD ,Normal,1,1,2478.0,0,0,2.5,subclass60,DR,Somerst_CLAYTON_DR
531375140,149000,1094,RL,60.0,12450,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,Gd,TA,PConc,Gd,TA,No,GLQ,729.0,Unf,0.0,365.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No_Fireplace,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2007,WD ,Normal,4,3,2188.0,1,0,2.0,subclass20,DR,SawyerW_KANSAS_DR
907227290,133000,768,RL,70.0,8445,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,112.0,768.0,GasA,TA,Y,SBrkr,768,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,No_Fireplace,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,58,0,0,0,No_Pool,MnPrv,3,2009,WD ,Normal,37,2,1536.0,1,0,2.0,subclass85,AVE,CollgCr_ROCKWELL_AVE
534477030,137900,2136,RL,89.0,10680,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,GasA,TA,N,FuseA,2136,0,0.0,0.0,2,0,4,1,TA,7,Mod,0,No_Fireplace,Detchd,1951.0,Unf,2.0,528.0,TA,TA,Y,0,30,0,0,No_Pool,MnPrv,10,2006,WD ,Normal,55,55,4272.0,0,30,2.0,subclass20,AVE,NAmes_ROOSEVELT_AVE
903233080,150000,2009,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,0,20,0,0,No_Pool,MnPrv,1,2008,WD ,Normal,69,58,2998.0,1,20,2.0,subclass50,AVE,BrkSide_HARDING_AVE
528363070,321000,2494,RL,0.0,10236,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,380.0,BLQ,168.0,742.0,1290.0,GasA,Ex,Y,SBrkr,1305,1189,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1994.0,Fin,3.0,803.0,TA,TA,Y,200,95,0,0,No_Pool,GdPrv,6,2006,WD ,Normal,12,11,3784.0,1,95,3.5,subclass60,RD,NoRidge_ASPEN_RD
908152070,148000,1113,RL,0.0,7917,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,No_Pool,GdPrv,5,2007,WD ,Normal,31,31,2256.0,0,30,2.5,subclass20,DR,Edwards_WELLONS_DR
909251030,136500,1422,RL,54.0,7223,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,No_Fireplace,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,0,0,64,0,No_Pool,MnPrv,4,2007,WD ,Normal,81,57,2712.0,1,64,1.0,subclass30,ST,Crawfor_BAKER_ST
528222010,258000,2373,RL,96.0,11631,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,No_Pool,No_Fence,6,2006,New,Partial,2,1,3425.0,1,46,2.5,subclass60,DR,Gilbert_WELBECK_DR
531375120,155000,1114,RL,66.0,13695,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814.0,Unf,0.0,300.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No_Fireplace,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,78,0,0,No_Pool,No_Fence,7,2008,WD ,Normal,5,4,2228.0,1,78,2.0,subclass20,DR,SawyerW_KANSAS_DR
908102040,145900,2200,RL,67.0,8777,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084.0,Unf,0.0,188.0,1272.0,GasA,Gd,Y,SBrkr,1272,928,2.0,0.0,2,2,4,2,TA,9,Typ,0,No_Fireplace,No_Garage,-1.0,No_Garage,0.0,0.0,No_Garage,No_Garage,N,0,70,0,0,No_Pool,GdPrv,9,2008,WD ,Normal,108,5,3472.0,1,70,5.0,subclass90,AVE,Edwards_SOUTH_DAKOTA_AVE
905104090,125000,894,RL,99.0,7094,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894.0,GasA,TA,Y,SBrkr,894,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,No_Fireplace,Detchd,1966.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,No_Pool,MnPrv,5,2007,WD ,Normal,41,41,1788.0,0,0,1.0,subclass20,AVE,Sawyer_YUMA_AVE
902105110,132000,1432,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,GasA,Ex,Y,SBrkr,768,664,0.0,0.0,2,0,2,1,TA,7,Typ,0,No_Fireplace,Detchd,1910.0,Unf,2.0,360.0,TA,Gd,Y,270,0,112,0,No_Pool,GdPrv,5,2007,WD ,Abnorml,97,5,1696.0,1,112,2.0,subclass70,AVE,OldTown_CLARK_AVE
